AT2G47570.1,R-ATH-72737,Arabidopsis thaliana,Cap-dependent Translation Initiation
AT2G47570.1,R-ATH-975956,Arabidopsis thaliana,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
AT2G47570.1,R-ATH-72613,Arabidopsis thaliana,Eukaryotic Translation Initiation
AT2G47570.1,R-ATH-72689,Arabidopsis thaliana,Formation of a pool of free 40S subunits
AT2G47570.1,R-ATH-72766,Arabidopsis thaliana,Translation
AT2G47570.1,R-ATH-72706,Arabidopsis thaliana,GTP hydrolysis and joining of the 60S ribosomal subunit
AT2G47570.1,R-ATH-74160,Arabidopsis thaliana,Gene Expression
AT2G47570.1,R-ATH-392499,Arabidopsis thaliana,Metabolism of proteins
AT2G47570.2,R-ATH-975957,Arabidopsis thaliana,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
AT2G47570.2,R-ATH-156827,Arabidopsis thaliana,L13a-mediated translational silencing of Ceruloplasmin expression
AT2G47570.2,R-ATH-1799339,Arabidopsis thaliana,SRP-dependent cotranslational protein targeting to membrane
AT2G47570.2,R-ATH-927802,Arabidopsis thaliana,Nonsense-Mediated Decay (NMD)
AT2G47570.2,R-ATH-72737,Arabidopsis thaliana,Cap-dependent Translation Initiation
AT2G47570.2,R-ATH-975956,Arabidopsis thaliana,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
AT2G47570.2,R-ATH-72613,Arabidopsis thaliana,Eukaryotic Translation Initiation
AT2G47570.2,R-ATH-72689,Arabidopsis thaliana,Formation of a pool of free 40S subunits
AT2G47570.2,R-ATH-72766,Arabidopsis thaliana,Translation
AT2G47570.2,R-ATH-72706,Arabidopsis thaliana,GTP hydrolysis and joining of the 60S ribosomal subunit
AT2G47570.2,R-ATH-74160,Arabidopsis thaliana,Gene Expression
AT2G47570.2,R-ATH-392499,Arabidopsis thaliana,Metabolism of proteins
AT3G56700.1,R-ATH-556833,Arabidopsis thaliana,Metabolism of lipids and lipoproteins
AT3G56700.1,R-ATH-8848584,Arabidopsis thaliana,Wax biosynthesis
AT3G56700.1,R-ATH-1430728,Arabidopsis thaliana,Metabolism
AT4G04760.1,R-ATH-425366,Arabidopsis thaliana,Transport of glucose and other sugars  bile salts and organic acids  metal ions and amine compounds
AT4G04760.1,R-ATH-428790,Arabidopsis thaliana,Facilitative Na+-independent glucose transporters
AT4G04760.1,R-ATH-382551,Arabidopsis thaliana,Transmembrane transport of small molecules
AT4G04760.1,R-ATH-425407,Arabidopsis thaliana,SLC-mediated transmembrane transport
AT5G02080.1,R-ATH-196849,Arabidopsis thaliana,Metabolism of water-soluble vitamins and cofactors
AT5G02080.1,R-ATH-196854,Arabidopsis thaliana,Metabolism of vitamins and cofactors
AT5G02080.1,R-ATH-199220,Arabidopsis thaliana,Vitamin B5 (pantothenate) metabolism
AT5G02080.1,R-ATH-196783,Arabidopsis thaliana,Coenzyme A biosynthesis
AT5G02080.1,R-ATH-1430728,Arabidopsis thaliana,Metabolism
AT5G53360.1,R-ATH-1280218,Arabidopsis thaliana,Adaptive Immune System
AT5G53360.1,R-ATH-983169,Arabidopsis thaliana,Class I MHC mediated antigen processing & presentation
AT5G53360.1,R-ATH-983168,Arabidopsis thaliana,Antigen processing: Ubiquitination & Proteasome degradation
AT5G53360.1,R-ATH-168256,Arabidopsis thaliana,Immune System
AT5G65500.1,R-ATH-5218859,Arabidopsis thaliana,Regulated Necrosis
AT5G65500.1,R-ATH-5357801,Arabidopsis thaliana,Programmed Cell Death
AT5G65500.1,R-ATH-5213460,Arabidopsis thaliana,RIPK1-mediated regulated necrosis
C04F6.5,R-CEL-1430728,Caenorhabditis elegans,Metabolism
C04F6.5,R-CEL-556833,Caenorhabditis elegans,Metabolism of lipids and lipoproteins
C04F6.5,R-CEL-196071,Caenorhabditis elegans,Metabolism of steroid hormones
C04F6.5,R-CEL-193048,Caenorhabditis elegans,Androgen biosynthesis
C54G7.4,R-CEL-5610787,Caenorhabditis elegans,Hedgehog 'off' state
C54G7.4,R-CEL-162582,Caenorhabditis elegans,Signal Transduction
C54G7.4,R-CEL-1852241,Caenorhabditis elegans,Organelle biogenesis and maintenance
C54G7.4,R-CEL-5620924,Caenorhabditis elegans,Intraflagellar transport
C54G7.4,R-CEL-5617833,Caenorhabditis elegans,Assembly of the primary cilium
C54G7.4,R-CEL-5358351,Caenorhabditis elegans,Signaling by Hedgehog
D1044.2a,R-CEL-2173782,Caenorhabditis elegans,Binding and Uptake of Ligands by Scavenger Receptors
D1044.2a,R-CEL-2142845,Caenorhabditis elegans,Hyaluronan metabolism
D1044.2a,R-CEL-3000497,Caenorhabditis elegans,Scavenging by Class H Receptors
D1044.2a,R-CEL-1430728,Caenorhabditis elegans,Metabolism
D1044.2a,R-CEL-1630316,Caenorhabditis elegans,Glycosaminoglycan metabolism
D1044.2a,R-CEL-5653656,Caenorhabditis elegans,Vesicle-mediated transport
D1044.2a,R-CEL-2160916,Caenorhabditis elegans,Hyaluronan uptake and degradation
D1044.2a,R-CEL-71387,Caenorhabditis elegans,Metabolism of carbohydrates
D1044.2b,R-CEL-2173782,Caenorhabditis elegans,Binding and Uptake of Ligands by Scavenger Receptors
D1044.2b,R-CEL-2142845,Caenorhabditis elegans,Hyaluronan metabolism
D1044.2b,R-CEL-3000497,Caenorhabditis elegans,Scavenging by Class H Receptors
D1044.2b,R-CEL-1430728,Caenorhabditis elegans,Metabolism
D1044.2b,R-CEL-1630316,Caenorhabditis elegans,Glycosaminoglycan metabolism
D1044.2b,R-CEL-5653656,Caenorhabditis elegans,Vesicle-mediated transport
D1044.2b,R-CEL-2160916,Caenorhabditis elegans,Hyaluronan uptake and degradation
D1044.2b,R-CEL-71387,Caenorhabditis elegans,Metabolism of carbohydrates
D1044.2c,R-CEL-2173782,Caenorhabditis elegans,Binding and Uptake of Ligands by Scavenger Receptors
D1044.2c,R-CEL-2142845,Caenorhabditis elegans,Hyaluronan metabolism
D1044.2c,R-CEL-3000497,Caenorhabditis elegans,Scavenging by Class H Receptors
D1044.2c,R-CEL-1430728,Caenorhabditis elegans,Metabolism
D1044.2c,R-CEL-1630316,Caenorhabditis elegans,Glycosaminoglycan metabolism
D1044.2c,R-CEL-5653656,Caenorhabditis elegans,Vesicle-mediated transport
D1044.2c,R-CEL-2160916,Caenorhabditis elegans,Hyaluronan uptake and degradation
D1044.2c,R-CEL-71387,Caenorhabditis elegans,Metabolism of carbohydrates
DDB0167452,R-DDI-382551,Dictyostelium discoideum,Transmembrane transport of small molecules
DDB0167452,R-DDI-425397,Dictyostelium discoideum,Transport of vitamins  nucleosides  and related molecules
DDB0167452,R-DDI-425407,Dictyostelium discoideum,SLC-mediated transmembrane transport
DDB0167452,R-DDI-727802,Dictyostelium discoideum,Transport of nucleotide sugars
DDB0184497,R-DDI-983169,Dictyostelium discoideum,Class I MHC mediated antigen processing & presentation
DDB0184497,R-DDI-168256,Dictyostelium discoideum,Immune System
DDB0184497,R-DDI-983168,Dictyostelium discoideum,Antigen processing: Ubiquitination & Proteasome degradation
DDB0184497,R-DDI-1280218,Dictyostelium discoideum,Adaptive Immune System
DDB0216167,R-DDI-983169,Dictyostelium discoideum,Class I MHC mediated antigen processing & presentation
DDB0216167,R-DDI-168256,Dictyostelium discoideum,Immune System
DDB0216167,R-DDI-983168,Dictyostelium discoideum,Antigen processing: Ubiquitination & Proteasome degradation
DDB0216167,R-DDI-1280218,Dictyostelium discoideum,Adaptive Immune System
DDB0216197,R-DDI-372790,Dictyostelium discoideum,Signaling by GPCR
DDB0216197,R-DDI-2428924,Dictyostelium discoideum,IGF1R signaling cascade
DDB0216197,R-DDI-109703,Dictyostelium discoideum,PKB-mediated events
DDB0216197,R-DDI-109582,Dictyostelium discoideum,Hemostasis
DDB0216197,R-DDI-2428928,Dictyostelium discoideum,IRS-related events triggered by IGF1R
DDB0216197,R-DDI-74752,Dictyostelium discoideum,Signaling by Insulin receptor
DDB0216197,R-DDI-418555,Dictyostelium discoideum,G alpha (s) signalling events
DDB0216197,R-DDI-165160,Dictyostelium discoideum,PDE3B signalling
DDB0216197,R-DDI-162582,Dictyostelium discoideum,Signal Transduction
DDB0216197,R-DDI-165160,Dictyostelium discoideum,PDE3B signalling
DDB0216197,R-DDI-109703,Dictyostelium discoideum,PKB-mediated events
DDB0216197,R-DDI-74751,Dictyostelium discoideum,Insulin receptor signalling cascade
DDB0216197,R-DDI-112399,Dictyostelium discoideum,IRS-mediated signalling
DDB0216197,R-DDI-418346,Dictyostelium discoideum,Platelet homeostasis
DDB0216197,R-DDI-2404192,Dictyostelium discoideum,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
DDB0216197,R-DDI-109704,Dictyostelium discoideum,PI3K Cascade
DDB0216197,R-DDI-109704,Dictyostelium discoideum,PI3K Cascade
DDB0216197,R-DDI-112399,Dictyostelium discoideum,IRS-mediated signalling
DDB0216197,R-DDI-392154,Dictyostelium discoideum,Nitric oxide stimulates guanylate cyclase
DDB0216197,R-DDI-418457,Dictyostelium discoideum,cGMP effects
DDB0216197,R-DDI-388396,Dictyostelium discoideum,GPCR downstream signaling
DDB0216215,R-DDI-382551,Dictyostelium discoideum,Transmembrane transport of small molecules
DDB0216215,R-DDI-917937,Dictyostelium discoideum,Iron uptake and transport
DDB0216215,R-DDI-74752,Dictyostelium discoideum,Signaling by Insulin receptor
DDB0216215,R-DDI-168256,Dictyostelium discoideum,Immune System
DDB0216215,R-DDI-77387,Dictyostelium discoideum,Insulin receptor recycling
DDB0216215,R-DDI-917977,Dictyostelium discoideum,Transferrin endocytosis and recycling
DDB0216215,R-DDI-162582,Dictyostelium discoideum,Signal Transduction
DDB0216215,R-DDI-1222556,Dictyostelium discoideum,ROS  RNS production in response to bacteria
DDB0216245,R-DDI-556833,Dictyostelium discoideum,Metabolism of lipids and lipoproteins
DDB0216245,R-DDI-1483257,Dictyostelium discoideum,Phospholipid metabolism
DDB0216245,R-DDI-1430728,Dictyostelium discoideum,Metabolism
DDB0216245,R-DDI-1483206,Dictyostelium discoideum,Glycerophospholipid biosynthesis
DDB0216287,R-DDI-3700989,Dictyostelium discoideum,Transcriptional Regulation by TP53
DDB0216287,R-DDI-6807505,Dictyostelium discoideum,RNA polymerase II transcribes snRNA genes
DDB0216287,R-DDI-73779,Dictyostelium discoideum,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening
DDB0216287,R-DDI-504046,Dictyostelium discoideum,RNA Polymerase I  RNA Polymerase III  and Mitochondrial Transcription
DDB0216287,R-DDI-72203,Dictyostelium discoideum,Processing of Capped Intron-Containing Pre-mRNA
DDB0216287,R-DDI-5696398,Dictyostelium discoideum,Nucleotide Excision Repair
DDB0216287,R-DDI-674695,Dictyostelium discoideum,RNA Polymerase II Pre-transcription Events
DDB0216287,R-DDI-75953,Dictyostelium discoideum,RNA Polymerase II Transcription Initiation
DDB0216287,R-DDI-72086,Dictyostelium discoideum,mRNA Capping
DDB0216287,R-DDI-73857,Dictyostelium discoideum,RNA Polymerase II Transcription
DDB0216287,R-DDI-168249,Dictyostelium discoideum,Innate Immune System
DDB0216287,R-DDI-74160,Dictyostelium discoideum,Gene Expression
DDB0216287,R-DDI-6781823,Dictyostelium discoideum,Formation of TC-NER Pre-Incision Complex
DDB0216287,R-DDI-112382,Dictyostelium discoideum,Formation of RNA Pol II elongation complex 
DDB0216287,R-DDI-6796648,Dictyostelium discoideum,TP53 Regulates Transcription of DNA Repair Genes
DDB0216287,R-DDI-75955,Dictyostelium discoideum,RNA Polymerase II Transcription Elongation
DDB0216287,R-DDI-113418,Dictyostelium discoideum,Formation of the Early Elongation Complex
DDB0216287,R-DDI-6782210,Dictyostelium discoideum,Gap-filling DNA repair synthesis and ligation in TC-NER
DDB0216287,R-DDI-6782135,Dictyostelium discoideum,Dual incision in TC-NER
DDB0216287,R-DDI-6781827,Dictyostelium discoideum,Transcription-Coupled Nucleotide Excision Repair (TC-NER)
DDB0216287,R-DDI-73776,Dictyostelium discoideum,RNA Polymerase II Promoter Escape
DDB0216287,R-DDI-76042,Dictyostelium discoideum,RNA Polymerase II Transcription Initiation And Promoter Clearance
DDB0216287,R-DDI-73864,Dictyostelium discoideum,RNA Polymerase I Transcription
DDB0216287,R-DDI-212436,Dictyostelium discoideum,Generic Transcription Pathway
DDB0216287,R-DDI-73854,Dictyostelium discoideum,RNA Polymerase I Promoter Clearance
DDB0216287,R-DDI-73762,Dictyostelium discoideum,RNA Polymerase I Transcription Initiation
DDB0216287,R-DDI-1834949,Dictyostelium discoideum,Cytosolic sensors of pathogen-associated DNA 
DDB0216287,R-DDI-77075,Dictyostelium discoideum,RNA Pol II CTD phosphorylation and interaction with CE
DDB0216287,R-DDI-168256,Dictyostelium discoideum,Immune System
DDB0216287,R-DDI-73894,Dictyostelium discoideum,DNA Repair
DDB0216287,R-DDI-72172,Dictyostelium discoideum,mRNA Splicing
DDB0216287,R-DDI-72165,Dictyostelium discoideum,mRNA Splicing - Minor Pathway
DDB0217097,R-DDI-1614635,Dictyostelium discoideum,Sulfur amino acid metabolism
DDB0217097,R-DDI-71291,Dictyostelium discoideum,Metabolism of amino acids and derivatives
DDB0217097,R-DDI-1614558,Dictyostelium discoideum,Degradation of cysteine and homocysteine
DDB0217097,R-DDI-1430728,Dictyostelium discoideum,Metabolism
DDB0217434,R-DDI-1614635,Dictyostelium discoideum,Sulfur amino acid metabolism
DDB0217434,R-DDI-71291,Dictyostelium discoideum,Metabolism of amino acids and derivatives
DDB0217434,R-DDI-1614558,Dictyostelium discoideum,Degradation of cysteine and homocysteine
DDB0217434,R-DDI-1430728,Dictyostelium discoideum,Metabolism
DDB0220118,R-DDI-2559580,Dictyostelium discoideum,Oxidative Stress Induced Senescence
DDB0220118,R-DDI-2262752,Dictyostelium discoideum,Cellular responses to stress
DDB0220118,R-DDI-2559583,Dictyostelium discoideum,Cellular Senescence
DDB0229413,R-DDI-6811442,Dictyostelium discoideum,Intra-Golgi and retrograde Golgi-to-ER traffic
DDB0229413,R-DDI-162658,Dictyostelium discoideum,Golgi Cisternae Pericentriolar Stack Reorganization
DDB0229413,R-DDI-199977,Dictyostelium discoideum,ER to Golgi Anterograde Transport
DDB0229413,R-DDI-1640170,Dictyostelium discoideum,Cell Cycle
DDB0229413,R-DDI-597592,Dictyostelium discoideum,Post-translational protein modification
DDB0229413,R-DDI-204005,Dictyostelium discoideum,COPII (Coat Protein 2) Mediated Vesicle Transport
DDB0229413,R-DDI-69278,Dictyostelium discoideum,Cell Cycle  Mitotic
DDB0229413,R-DDI-68886,Dictyostelium discoideum,M Phase
DDB0229413,R-DDI-199991,Dictyostelium discoideum,Membrane Trafficking
DDB0229413,R-DDI-5653656,Dictyostelium discoideum,Vesicle-mediated transport
DDB0229413,R-DDI-392499,Dictyostelium discoideum,Metabolism of proteins
DDB0229413,R-DDI-68875,Dictyostelium discoideum,Mitotic Prophase
DDB0229413,R-DDI-6807878,Dictyostelium discoideum,COPI-mediated anterograde transport
DDB0229413,R-DDI-8856688,Dictyostelium discoideum,Golgi-to-ER retrograde transport
DDB0229413,R-DDI-6811434,Dictyostelium discoideum,COPI-dependent Golgi-to-ER retrograde traffic
DDB0229413,R-DDI-446203,Dictyostelium discoideum,Asparagine N-linked glycosylation
DDB0229413,R-DDI-948021,Dictyostelium discoideum,Transport to the Golgi and subsequent modification
DDB0230078,R-DDI-535734,Dictyostelium discoideum,Fatty acid  triacylglycerol  and ketone body metabolism
DDB0230078,R-DDI-556833,Dictyostelium discoideum,Metabolism of lipids and lipoproteins
DDB0230078,R-DDI-163685,Dictyostelium discoideum,Integration of energy metabolism
DDB0230078,R-DDI-163765,Dictyostelium discoideum,ChREBP activates metabolic gene expression
DDB0230078,R-DDI-75105,Dictyostelium discoideum,Fatty Acyl-CoA Biosynthesis
DDB0230078,R-DDI-196854,Dictyostelium discoideum,Metabolism of vitamins and cofactors
DDB0230078,R-DDI-1430728,Dictyostelium discoideum,Metabolism
DDB0230078,R-DDI-75109,Dictyostelium discoideum,Triglyceride Biosynthesis
DDB0230078,R-DDI-196849,Dictyostelium discoideum,Metabolism of water-soluble vitamins and cofactors
DDB0230078,R-DDI-199220,Dictyostelium discoideum,Vitamin B5 (pantothenate) metabolism
DDB0231010,R-DDI-3700989,Dictyostelium discoideum,Transcriptional Regulation by TP53
DDB0231010,R-DDI-112382,Dictyostelium discoideum,Formation of RNA Pol II elongation complex 
DDB0231010,R-DDI-6796648,Dictyostelium discoideum,TP53 Regulates Transcription of DNA Repair Genes
DDB0231010,R-DDI-75955,Dictyostelium discoideum,RNA Polymerase II Transcription Elongation
DDB0231010,R-DDI-6807505,Dictyostelium discoideum,RNA polymerase II transcribes snRNA genes
DDB0231010,R-DDI-113418,Dictyostelium discoideum,Formation of the Early Elongation Complex
DDB0231010,R-DDI-73779,Dictyostelium discoideum,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening
DDB0231010,R-DDI-73776,Dictyostelium discoideum,RNA Polymerase II Promoter Escape
DDB0231010,R-DDI-76042,Dictyostelium discoideum,RNA Polymerase II Transcription Initiation And Promoter Clearance
DDB0231010,R-DDI-72203,Dictyostelium discoideum,Processing of Capped Intron-Containing Pre-mRNA
DDB0231010,R-DDI-674695,Dictyostelium discoideum,RNA Polymerase II Pre-transcription Events
DDB0231010,R-DDI-75953,Dictyostelium discoideum,RNA Polymerase II Transcription Initiation
DDB0231010,R-DDI-212436,Dictyostelium discoideum,Generic Transcription Pathway
DDB0231010,R-DDI-72086,Dictyostelium discoideum,mRNA Capping
DDB0231010,R-DDI-73857,Dictyostelium discoideum,RNA Polymerase II Transcription
DDB0231010,R-DDI-77075,Dictyostelium discoideum,RNA Pol II CTD phosphorylation and interaction with CE
DDB0231010,R-DDI-72172,Dictyostelium discoideum,mRNA Splicing
DDB0231010,R-DDI-74160,Dictyostelium discoideum,Gene Expression
DDB0231010,R-DDI-72165,Dictyostelium discoideum,mRNA Splicing - Minor Pathway
DDB0231154,R-DDI-1799339,Dictyostelium discoideum,SRP-dependent cotranslational protein targeting to membrane
DDB0231154,R-DDI-72766,Dictyostelium discoideum,Translation
DDB0231154,R-DDI-72613,Dictyostelium discoideum,Eukaryotic Translation Initiation
DDB0231154,R-DDI-72706,Dictyostelium discoideum,GTP hydrolysis and joining of the 60S ribosomal subunit
DDB0231154,R-DDI-72689,Dictyostelium discoideum,Formation of a pool of free 40S subunits
DDB0231154,R-DDI-72737,Dictyostelium discoideum,Cap-dependent Translation Initiation
DDB0231154,R-DDI-392499,Dictyostelium discoideum,Metabolism of proteins
DDB0231154,R-DDI-975956,Dictyostelium discoideum,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
DDB0231154,R-DDI-156827,Dictyostelium discoideum,L13a-mediated translational silencing of Ceruloplasmin expression
DDB0231154,R-DDI-72312,Dictyostelium discoideum,rRNA processing
DDB0231154,R-DDI-975957,Dictyostelium discoideum,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
DDB0231154,R-DDI-74160,Dictyostelium discoideum,Gene Expression
DDB0231154,R-DDI-927802,Dictyostelium discoideum,Nonsense-Mediated Decay (NMD)
DDB0231154,R-DDI-6791226,Dictyostelium discoideum,Major pathway of rRNA processing in the nucleolus
DDB0231976,R-DDI-372790,Dictyostelium discoideum,Signaling by GPCR
DDB0231976,R-DDI-418594,Dictyostelium discoideum,G alpha (i) signalling events
DDB0231976,R-DDI-420499,Dictyostelium discoideum,Class C/3 (Metabotropic glutamate/pheromone receptors)
DDB0231976,R-DDI-977443,Dictyostelium discoideum,GABA receptor activation
DDB0231976,R-DDI-112314,Dictyostelium discoideum,Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
DDB0231976,R-DDI-977444,Dictyostelium discoideum,GABA B receptor activation
DDB0231976,R-DDI-112316,Dictyostelium discoideum,Neuronal System
DDB0231976,R-DDI-162582,Dictyostelium discoideum,Signal Transduction
DDB0231976,R-DDI-388396,Dictyostelium discoideum,GPCR downstream signaling
DDB0231976,R-DDI-500792,Dictyostelium discoideum,GPCR ligand binding
DDB0231976,R-DDI-112315,Dictyostelium discoideum,Transmission across Chemical Synapses
DDB0233510,R-DDI-74160,Dictyostelium discoideum,Gene Expression
DDB0233510,R-DDI-72172,Dictyostelium discoideum,mRNA Splicing
DDB0233510,R-DDI-72203,Dictyostelium discoideum,Processing of Capped Intron-Containing Pre-mRNA
DDB0233510,R-DDI-72165,Dictyostelium discoideum,mRNA Splicing - Minor Pathway
DDB0233802,R-DDI-109582,Dictyostelium discoideum,Hemostasis
DDB0233802,R-DDI-76002,Dictyostelium discoideum,Platelet activation  signaling and aggregation
DDB0233802,R-DDI-76005,Dictyostelium discoideum,Response to elevated platelet cytosolic Ca2+
DDB0233802,R-DDI-114608,Dictyostelium discoideum,Platelet degranulation 
DDB0234035,R-DDI-1632852,Dictyostelium discoideum,Macroautophagy
DDB0234035,R-DDI-917729,Dictyostelium discoideum,Endosomal Sorting Complex Required For Transport (ESCRT)
DDB0234035,R-DDI-2262752,Dictyostelium discoideum,Cellular responses to stress
DDB0234035,R-DDI-199991,Dictyostelium discoideum,Membrane Trafficking
DDB0234035,R-DDI-5653656,Dictyostelium discoideum,Vesicle-mediated transport
DDB0235212,R-DDI-1640170,Dictyostelium discoideum,Cell Cycle
DDB0235212,R-DDI-69278,Dictyostelium discoideum,Cell Cycle  Mitotic
DDB0235212,R-DDI-69231,Dictyostelium discoideum,Cyclin D associated events in G1
DDB0235212,R-DDI-69236,Dictyostelium discoideum,G1 Phase
DDB0235212,R-DDI-453279,Dictyostelium discoideum,Mitotic G1-G1/S phases
DDB0238176,R-DDI-556833,Dictyostelium discoideum,Metabolism of lipids and lipoproteins
DDB0238176,R-DDI-1483257,Dictyostelium discoideum,Phospholipid metabolism
DDB0238176,R-DDI-1430728,Dictyostelium discoideum,Metabolism
DDB0238176,R-DDI-1483206,Dictyostelium discoideum,Glycerophospholipid biosynthesis
ENSBTAP00000000374,R-BTA-73847,Bos taurus,Purine metabolism
ENSBTAP00000000374,R-BTA-73817,Bos taurus,Purine ribonucleoside monophosphate biosynthesis
ENSBTAP00000000374,R-BTA-1430728,Bos taurus,Metabolism
ENSBTAP00000000374,R-BTA-15869,Bos taurus,Metabolism of nucleotides
ENSBTAP00000000398,R-BTA-1566948,Bos taurus,Elastic fibre formation
ENSBTAP00000000398,R-BTA-2129379,Bos taurus,Molecules associated with elastic fibres
ENSBTAP00000000398,R-BTA-1474244,Bos taurus,Extracellular matrix organization
ENSBTAP00000000814,R-BTA-72649,Bos taurus,Translation initiation complex formation
ENSBTAP00000000814,R-BTA-72613,Bos taurus,Eukaryotic Translation Initiation
ENSBTAP00000000814,R-BTA-975956,Bos taurus,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
ENSBTAP00000000814,R-BTA-6791226,Bos taurus,Major pathway of rRNA processing in the nucleolus
ENSBTAP00000000814,R-BTA-72702,Bos taurus,Ribosomal scanning and start codon recognition
ENSBTAP00000000814,R-BTA-72662,Bos taurus,Activation of the mRNA upon binding of the cap-binding complex and eIFs  and subsequent binding to 43S
ENSBTAP00000000814,R-BTA-72312,Bos taurus,rRNA processing
ENSBTAP00000000814,R-BTA-72695,Bos taurus,Formation of the ternary complex  and subsequently  the 43S complex
ENSBTAP00000000814,R-BTA-927802,Bos taurus,Nonsense-Mediated Decay (NMD)
ENSBTAP00000000814,R-BTA-975957,Bos taurus,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
ENSBTAP00000000814,R-BTA-72737,Bos taurus,Cap-dependent Translation Initiation
ENSBTAP00000000814,R-BTA-72706,Bos taurus,GTP hydrolysis and joining of the 60S ribosomal subunit
ENSBTAP00000000814,R-BTA-72766,Bos taurus,Translation
ENSBTAP00000000814,R-BTA-72689,Bos taurus,Formation of a pool of free 40S subunits
